ts_micro,frame,wheel
1562624706422,1,124
1562624706459,2,124
1562624706482,3,124
1562624706507,4,124
1562624706532,5,124
1562624706555,6,125
1562624706572,7,125
1562624706597,8,125
1562624706622,9,125
1562624706647,10,124
1562624706672,11,124
1562624706697,12,124
1562624706722,13,124
1562624706747,14,124
1562624706772,15,124
1562624706797,16,124
1562624706822,17,124
1562624706847,18,125
1562624706872,19,125
1562624706897,20,125
1562624706922,21,125
1562624706947,22,124
1562624706973,23,124
1562624706997,24,124
1562624707023,25,124
1562624707047,26,124
1562624707072,27,124
1562624707098,28,124
1562624707124,29,124
1562624707147,30,125
1562624707172,31,125
1562624707197,32,125
1562624707225,33,125
1562624707248,34,124
1562624707272,35,124
1562624707297,36,124
1562624707323,37,124
1562624707348,38,124
1562624707372,39,124
1562624707397,40,124
1562624707422,41,124
1562624707447,42,125
1562624707472,43,125
1562624707497,44,125
1562624707522,45,125
1562624707548,46,124
1562624707572,47,124
1562624707597,48,124
1562624707622,49,124
1562624707647,50,124
1562624707672,51,124
1562624707697,52,124
1562624707722,53,124
1562624707747,54,125
1562624707772,55,125
1562624707798,56,125
1562624707823,57,125
1562624707847,58,124
1562624707872,59,124
1562624707897,60,124
1562624707922,61,124
1562624707947,62,124
1562624707972,63,124
1562624707997,64,124
1562624708022,65,124
1562624708047,66,125
1562624708072,67,125
1562624708097,68,125
1562624708123,69,125
1562624708147,70,124
1562624708172,71,124
1562624708197,72,124
1562624708222,73,124
1562624708247,74,124
1562624708272,75,124
1562624708297,76,124
1562624708322,77,124
1562624708347,78,125
1562624708372,79,125
1562624708397,80,125
1562624708422,81,125
1562624708447,82,124
1562624708472,83,124
1562624708497,84,124
1562624708523,85,124
1562624708547,86,124
1562624708572,87,124
1562624708597,88,123
1562624708623,89,123
1562624708647,90,125
1562624708672,91,125
1562624708698,92,125
1562624708724,93,125
1562624708749,94,124
1562624708774,95,124
1562624708797,96,124
1562624708823,97,124
1562624708847,98,124
1562624708872,99,124
1562624708897,100,124
1562624708923,101,124
1562624708947,102,124
1562624708972,103,125
1562624708997,104,125
1562624709022,105,125
1562624709047,106,124
1562624709072,107,124
1562624709097,108,124
1562624709122,109,124
1562624709147,110,124
1562624709172,111,124
1562624709200,112,124
1562624709247,113,124
1562624709279,114,124
1562624709311,115,125
1562624709362,116,125
1562624709391,117,125
1562624709438,118,123
1562624709471,119,124
1562624709529,120,124
1562624709560,121,124
1562624709589,122,124
1562624709634,123,124
1562624709666,124,124
1562624709710,125,124
1562624709744,126,124
1562624709796,127,125
1562624709827,128,125
1562624709860,129,125
1562624709904,130,124
1562624709934,131,124
1562624709983,132,124
1562624710015,133,124
1562624710077,134,124
1562624710104,135,124
1562624710131,136,124
1562624710175,137,124
1562624710208,138,124
1562624710257,139,125
1562624710293,140,125
1562624710352,141,125
1562624710382,142,124
1562624710413,143,124
1562624710447,144,124
1562624710478,145,124
1562624710530,146,124
1562624710562,147,124
1562624710607,148,124
1562624710642,149,124
1562624710687,150,124
1562624710720,151,125
1562624710751,152,125
1562624710803,153,125
1562624710833,154,124
1562624710879,155,124
1562624710911,156,124
1562624710964,157,124
1562624710998,158,124
1562624711026,159,124
1562624711071,160,124
1562624711112,161,124
1562624711164,162,124
1562624711197,163,125
1562624711236,164,125
1562624711268,165,125
1562624711302,166,124
1562624711343,167,124
1562624711375,168,124
1562624711424,169,124
1562624711460,170,124
1562624711504,171,124
1562624711537,172,124
1562624711584,173,124
1562624711615,174,124
