ts_micro,frame,wheel
1562626122544,1,203
1562626122586,2,203
1562626122627,3,203
1562626122655,4,202
1562626122672,5,203
1562626122684,6,202
1562626122699,7,202
1562626122719,8,203
1562626122744,9,203
1562626122769,10,202
1562626122794,11,203
1562626122819,12,203
1562626122844,13,202
1562626122869,14,202
1562626122894,15,203
1562626122919,16,204
1562626122944,17,200
1562626122969,18,199
1562626122994,19,202
1562626123019,20,201
1562626123044,21,201
1562626123069,22,201
1562626123094,23,201
1562626123119,24,201
1562626123144,25,200
1562626123169,26,199
1562626123194,27,199
1562626123219,28,197
1562626123244,29,195
1562626123269,30,183
1562626123294,31,172
1562626123319,32,161
1562626123344,33,144
1562626123369,34,126
1562626123395,35,125
1562626123450,36,125
1562626123483,37,122
1562626123525,38,117
1562626123562,39,113
1562626123608,40,111
1562626123641,41,118
1562626123672,42,124
1562626123722,43,124
1562626123759,44,125
1562626123801,45,127
1562626123833,46,141
1562626123881,47,147
1562626123913,48,152
1562626123945,49,150
1562626123991,50,148
1562626124030,51,150
1562626124080,52,155
1562626124124,53,163
1562626124172,54,169
1562626124190,55,179
1562626124219,56,190
1562626124265,57,190
1562626124298,58,185
1562626124346,59,183
1562626124378,60,179
1562626124426,61,172
1562626124456,62,169
1562626124507,63,165
1562626124537,64,156
1562626124571,65,147
1562626124617,66,144
1562626124649,67,142
1562626124697,68,137
1562626124731,69,134
1562626124763,70,132
1562626124809,71,127
1562626124845,72,128
1562626124898,73,131
1562626124935,74,131
1562626124981,75,128
1562626125006,76,126
1562626125049,77,125
1562626125081,78,126
1562626125115,79,126
1562626125163,80,126
1562626125196,81,125
1562626125241,82,126
1562626125277,83,127
1562626125322,84,126
1562626125358,85,128
1562626125386,86,130
1562626125443,87,131
1562626125467,88,134
1562626125511,89,134
1562626125554,90,134
1562626125596,91,136
1562626125627,92,140
1562626125659,93,142
1562626125724,94,140
1562626125757,95,137
1562626125802,96,134
1562626125820,97,134
1562626125864,98,136
1562626125900,99,137
1562626125931,100,139
1562626125984,101,138
1562626126016,102,136
1562626126058,103,134
1562626126091,104,131
1562626126136,105,131
1562626126172,106,131
1562626126218,107,135
1562626126252,108,137
1562626126287,109,140
1562626126328,110,150
1562626126364,111,159
1562626126413,112,162
1562626126448,113,163
1562626126491,114,162
1562626126552,115,159
1562626126586,116,161
1562626126614,117,161
1562626126634,118,164
1562626126677,119,165
1562626126716,120,165
1562626126761,121,168
1562626126790,122,169
1562626126826,123,172
1562626126875,124,171
1562626126907,125,169
1562626126949,126,172
1562626126989,127,177
1562626127036,128,178
1562626127067,129,183
1562626127103,130,191
1562626127153,131,199
1562626127185,132,201
1562626127230,133,201
1562626127261,134,201
1562626127309,135,200
1562626127362,136,201
1562626127395,137,198
1562626127428,138,196
1562626127454,139,186
1562626127497,140,174
1562626127540,141,156
1562626127581,142,144
1562626127614,143,137
1562626127645,144,134
1562626127695,145,133
1562626127727,146,125
1562626127771,147,124
1562626127802,148,124
1562626127856,149,125
1562626127887,150,125
1562626127933,151,125
1562626127963,152,125
1562626128005,153,124
1562626128044,154,123
1562626128076,155,124
1562626128119,156,124
1562626128178,157,124
1562626128222,158,125
1562626128236,159,124
1562626128262,160,122
1562626128315,161,123
1562626128369,162,125
1562626128397,163,125
1562626128428,164,125
1562626128474,165,125
1562626128508,166,124
1562626128556,167,124
1562626128592,168,124
1562626128626,169,125
1562626128664,170,125
1562626128700,171,124
1562626128747,172,124
1562626128781,173,124
1562626128835,174,125
1562626128860,175,126
1562626128894,176,128
1562626128959,177,127
1562626128989,178,127
1562626129035,179,129
1562626129055,180,138
1562626129101,181,139
1562626129130,182,139
1562626129165,183,140
1562626129211,184,141
1562626129244,185,139
1562626129293,186,139
1562626129325,187,139
1562626129373,188,142
1562626129404,189,145
1562626129439,190,152
1562626129484,191,158
1562626129517,192,162
1562626129564,193,166
1562626129594,194,166
1562626129642,195,166
1562626129676,196,169
1562626129724,197,171
1562626129773,198,172
1562626129819,199,175
1562626129847,200,185
1562626129864,201,193
1562626129916,202,193
1562626129949,203,193
1562626129998,204,193
1562626130031,205,191
1562626130058,206,187
1562626130110,207,187
1562626130143,208,185
1562626130190,209,185
1562626130226,210,184
1562626130268,211,177
1562626130300,212,172
1562626130334,213,167
1562626130383,214,166
1562626130415,215,164
1562626130461,216,161
1562626130493,217,158
1562626130539,218,148
1562626130608,219,142
1562626130646,220,141
1562626130662,221,140
1562626130692,222,142
1562626130734,223,142
1562626130765,224,142
1562626130814,225,144
1562626130847,226,146
1562626130878,227,142
1562626130924,228,142
1562626130958,229,139
1562626131004,230,134
1562626131045,231,134
1562626131088,232,134
1562626131119,233,128
1562626131160,234,125
1562626131197,235,124
1562626131230,236,124
1562626131278,237,124
1562626131312,238,124
1562626131357,239,127
1562626131411,240,125
1562626131453,241,125
1562626131467,242,125
1562626131496,243,127
1562626131553,244,126
1562626131583,245,125
1562626131630,246,125
1562626131662,247,126
1562626131710,248,126
1562626131742,249,128
1562626131768,250,134
1562626131824,251,140
1562626131858,252,152
1562626131901,253,162
1562626131931,254,163
1562626131982,255,163
1562626132015,256,161
1562626132048,257,161
1562626132094,258,161
1562626132128,259,160
1562626132177,260,155
1562626132226,261,150
1562626132271,262,148
1562626132289,263,152
1562626132320,264,159
1562626132366,265,174
1562626132395,266,183
1562626132447,267,193
1562626132479,268,198
1562626132526,269,196
1562626132559,270,196
1562626132593,271,196
1562626132638,272,197
1562626132670,273,193
1562626132719,274,186
1562626132751,275,174
1562626132798,276,168
1562626132831,277,168
1562626132860,278,169
1562626132913,279,171
1562626132946,280,171
1562626133005,281,174
1562626133040,282,174
1562626133086,283,174
1562626133102,284,173
1562626133155,285,171
1562626133184,286,169
1562626133215,287,167
1562626133265,288,163
1562626133295,289,161
1562626133340,290,159
1562626133376,291,156
1562626133428,292,152
1562626133459,293,145
1562626133502,294,139
1562626133536,295,133
1562626133569,296,128
1562626133615,297,124
1562626133649,298,123
1562626133695,299,124
1562626133728,300,122
1562626133775,301,124
1562626133821,302,124
1562626133857,303,125
1562626133898,304,125
1562626133921,305,125
1562626133970,306,125
1562626134003,307,124
1562626134051,308,124
1562626134084,309,124
1562626134115,310,124
1562626134159,311,124
1562626134192,312,124
1562626134240,313,124
1562626134268,314,124
1562626134320,315,127
1562626134354,316,134
1562626134384,317,147
1562626134432,318,153
1562626134464,319,156
1562626134515,320,158
1562626134547,321,160
1562626134595,322,162
1562626134645,323,164
1562626134695,324,165
1562626134712,325,166
1562626134732,326,165
1562626134777,327,165
1562626134816,328,168
1562626134863,329,171
1562626134896,330,174
1562626134943,331,177
1562626134978,332,185
1562626135011,333,193
1562626135061,334,199
1562626135091,335,201
1562626135137,336,199
1562626135169,337,201
1562626135213,338,199
1562626135251,339,198
1562626135282,340,188
