ts_micro,frame,wheel
1562627356193,1,125
1562627356223,2,125
1562627356253,3,124
1562627356283,4,123
1562627356312,5,123
1562627356339,6,125
1562627356350,7,124
1562627356368,8,124
1562627356393,9,124
1562627356418,10,124
1562627356443,11,125
1562627356468,12,125
1562627356493,13,125
1562627356518,14,125
1562627356543,15,124
1562627356568,16,125
1562627356593,17,126
1562627356618,18,126
1562627356643,19,124
1562627356668,20,124
1562627356693,21,124
1562627356718,22,124
1562627356743,23,126
1562627356768,24,125
1562627356793,25,125
1562627356818,26,125
1562627356843,27,125
1562627356868,28,128
1562627356893,29,133
1562627356918,30,133
1562627356943,31,133
1562627356968,32,133
1562627356993,33,134
1562627357018,34,139
1562627357074,35,141
1562627357108,36,146
1562627357139,37,148
1562627357165,38,153
1562627357201,39,156
1562627357247,40,159
1562627357281,41,161
1562627357327,42,161
1562627357359,43,161
1562627357394,44,161
1562627357443,45,163
1562627357475,46,165
1562627357521,47,165
1562627357556,48,164
1562627357601,49,168
1562627357630,50,171
1562627357681,51,172
1562627357715,52,173
1562627357746,53,174
1562627357796,54,174
1562627357830,55,176
1562627357891,56,178
1562627357926,57,183
1562627357961,58,188
1562627357985,59,192
1562627358018,60,194
1562627358068,61,198
1562627358096,62,198
1562627358141,63,199
1562627358179,64,199
1562627358229,65,203
1562627358266,66,201
1562627358289,67,201
1562627358330,68,199
1562627358370,69,198
1562627358417,70,189
1562627358450,71,187
1562627358498,72,183
1562627358529,73,167
1562627358573,74,159
1562627358609,75,152
1562627358646,76,143
1562627358705,77,129
1562627358740,78,127
1562627358781,79,124
1562627358805,80,123
1562627358849,81,117
1562627358881,82,110
1562627358923,83,112
1562627358964,84,116
1562627358996,85,121
1562627359041,86,125
1562627359081,87,125
1562627359121,88,130
1562627359153,89,137
1562627359189,90,135
1562627359234,91,128
1562627359266,92,128
1562627359313,93,128
1562627359345,94,127
1562627359394,95,130
1562627359426,96,134
1562627359458,97,136
1562627359513,98,138
1562627359552,99,137
1562627359588,100,141
1562627359617,101,144
1562627359667,102,145
1562627359699,103,148
1562627359726,104,154
1562627359778,105,156
1562627359811,106,160
1562627359857,107,165
1562627359890,108,172
1562627359938,109,179
1562627359970,110,186
1562627360016,111,187
1562627360050,112,186
1562627360083,113,186
1562627360129,114,185
1562627360162,115,187
1562627360207,116,187
1562627360245,117,187
1562627360307,118,186
1562627360343,119,187
1562627360374,120,187
1562627360399,121,187
1562627360434,122,185
1562627360483,123,183
1562627360515,124,177
1562627360560,125,169
1562627360597,126,169
1562627360634,127,170
1562627360681,128,168
