ts_micro,frame,wheel
1562623385460,1,125
1562623385553,2,125
1562623385579,3,125
1562623385598,4,127
1562623385609,5,127
1562623385619,6,127
1562623385629,7,125
1562623385638,8,125
1562623385660,9,125
1562623385685,10,125
1562623385710,11,125
1562623385735,12,125
1562623385760,13,125
1562623385785,14,125
1562623385810,15,126
1562623385835,16,126
1562623385860,17,127
1562623385885,18,125
1562623385910,19,125
1562623385935,20,125
1562623385960,21,125
1562623385985,22,125
1562623386011,23,125
1562623386035,24,125
1562623386060,25,125
1562623386085,26,126
1562623386110,27,125
1562623386135,28,126
1562623386160,29,125
1562623386185,30,125
1562623386210,31,125
1562623386235,32,125
1562623386260,33,125
1562623386292,34,125
1562623386343,35,125
1562623386378,36,125
1562623386400,37,127
1562623386448,38,127
1562623386478,39,127
1562623386525,40,125
1562623386558,41,125
1562623386609,42,125
1562623386640,43,125
1562623386684,44,125
1562623386718,45,125
1562623386750,46,125
1562623386799,47,125
1562623386830,48,127
1562623386878,49,126
1562623386912,50,127
1562623386956,51,125
1562623386989,52,125
1562623387022,53,125
1562623387070,54,125
1562623387111,55,125
1562623387157,56,126
1562623387192,57,125
1562623387229,58,125
1562623387260,59,127
1562623387294,60,126
1562623387344,61,127
1562623387383,62,125
1562623387423,63,125
1562623387458,64,125
1562623387501,65,125
1562623387534,66,125
1562623387568,67,125
1562623387614,68,125
1562623387647,69,125
1562623387693,70,127
1562623387726,71,127
1562623387775,72,126
1562623387807,73,126
1562623387840,74,125
1562623387887,75,125
1562623387927,76,125
1562623387973,77,125
1562623388004,78,125
1562623388046,79,125
1562623388083,80,125
1562623388124,81,127
1562623388158,82,126
1562623388190,83,126
1562623388237,84,126
1562623388273,85,125
1562623388322,86,125
1562623388352,87,125
1562623388398,88,125
1562623388433,89,125
1562623388463,90,125
1562623388511,91,125
1562623388543,92,125
1562623388592,93,126
1562623388624,94,126
1562623388671,95,127
1562623388705,96,125
1562623388747,97,125
1562623388797,98,125
1562623388818,99,125
1562623388864,100,125
1562623388894,101,125
1562623388941,102,125
1562623388975,103,125
1562623389023,104,126
1562623389055,105,126
1562623389088,106,126
1562623389142,107,125
1562623389167,108,125
1562623389215,109,125
1562623389250,110,125
1562623389297,111,125
1562623389326,112,125
1562623389359,113,125
1562623389406,114,125
1562623389440,115,126
1562623389487,116,127
1562623389527,117,126
1562623389573,118,125
1562623389606,119,125
1562623389631,120,125
1562623389680,121,125
1562623389713,122,125
1562623389760,123,125
1562623389793,124,125
1562623389838,125,125
1562623389872,126,127
1562623389919,127,127
1562623389951,128,127
1562623389984,129,125
1562623390032,130,125
1562623390065,131,125
1562623390109,132,125
1562623390143,133,125
1562623390193,134,125
1562623390225,135,125
1562623390255,136,125
1562623390304,137,126
1562623390343,138,126
1562623390391,139,126
1562623390426,140,125
1562623390472,141,126
1562623390505,142,125
1562623390533,143,125
1562623390575,144,125
1562623390607,145,125
1562623390657,146,125
1562623390687,147,125
1562623390738,148,126
1562623390772,149,126
1562623390804,150,126
1562623390846,151,125
1562623390879,152,125
1562623390930,153,125
1562623390960,154,124
1562623391009,155,125
1562623391040,156,125
1562623391086,157,125
1562623391121,158,125
1562623391159,159,125
1562623391204,160,126
1562623391247,161,127
1562623391294,162,125
1562623391334,163,125
1562623391363,164,125
1562623391396,165,125
1562623391426,166,125
1562623391477,167,125
1562623391509,168,125
1562623391551,169,125
1562623391586,170,127
1562623391634,171,127
1562623391667,172,126
1562623391699,173,125
1562623391748,174,125
1562623391779,175,125
1562623391824,176,125
1562623391856,177,125
1562623391904,178,125
1562623391937,179,125
1562623391982,180,125
1562623392016,181,126
1562623392060,182,128
1562623392114,183,133
1562623392148,184,136
1562623392197,185,139
1562623392223,186,142
1562623392255,187,144
1562623392291,188,145
1562623392321,189,143
1562623392367,190,142
1562623392404,191,140
1562623392452,192,144
