ts_micro,frame,wheel
1562627622313,1,125
1562627622342,2,131
1562627622372,3,138
1562627622388,4,147
1562627622413,5,161
1562627622438,6,162
1562627622463,7,149
1562627622488,8,128
1562627622513,9,125
1562627622538,10,125
1562627622563,11,127
1562627622588,12,125
1562627622613,13,125
1562627622638,14,125
1562627622663,15,125
1562627622688,16,124
1562627622713,17,124
1562627622738,18,125
1562627622763,19,125
1562627622788,20,125
1562627622813,21,126
1562627622838,22,128
1562627622863,23,131
1562627622888,24,131
1562627622913,25,133
1562627622938,26,137
1562627622963,27,144
1562627622988,28,150
1562627623013,29,160
1562627623038,30,164
1562627623063,31,166
1562627623088,32,168
1562627623113,33,169
1562627623138,34,172
1562627623163,35,172
1562627623188,36,177
1562627623213,37,190
1562627623246,38,196
1562627623286,39,196
1562627623331,40,197
1562627623361,41,201
1562627623393,42,201
1562627623443,43,196
1562627623476,44,190
1562627623523,45,179
1562627623553,46,161
1562627623603,47,140
1562627623635,48,130
1562627623666,49,128
1562627623710,50,126
1562627623747,51,124
1562627623808,52,124
1562627623842,53,124
1562627623887,54,124
1562627623910,55,124
1562627623948,56,125
1562627623990,57,133
1562627624023,58,142
1562627624067,59,156
1562627624100,60,164
1562627624150,61,174
1562627624179,62,182
1562627624223,63,186
1562627624262,64,186
1562627624296,65,176
1562627624340,66,161
1562627624374,67,159
1562627624422,68,158
1562627624454,69,158
1562627624497,70,160
1562627624531,71,155
1562627624561,72,146
1562627624637,73,141
1562627624668,74,140
1562627624701,75,144
1562627624730,76,142
1562627624770,77,139
1562627624803,78,137
1562627624855,79,136
1562627624888,80,132
1562627624918,81,131
1562627624965,82,130
1562627624999,83,130
1562627625045,84,128
1562627625077,85,127
1562627625121,86,125
1562627625158,87,125
1562627625191,88,126
1562627625233,89,125
1562627625267,90,124
1562627625322,91,124
1562627625352,92,125
1562627625397,93,124
1562627625458,94,124
1562627625490,95,125
1562627625511,96,125
1562627625534,97,125
1562627625587,98,125
1562627625621,99,124
1562627625666,100,124
1562627625700,101,124
1562627625732,102,124
1562627625782,103,124
1562627625812,104,124
1562627625860,105,124
1562627625892,106,124
1562627625938,107,124
1562627625970,108,124
1562627626002,109,125
1562627626050,110,125
1562627626085,111,125
1562627626131,112,125
1562627626164,113,124
1562627626216,114,124
1562627626257,115,124
1562627626307,116,125
1562627626324,117,126
1562627626356,118,131
1562627626402,119,139
1562627626435,120,142
1562627626483,121,142
1562627626511,122,144
1562627626563,123,144
1562627626595,124,144
1562627626628,125,143
1562627626673,126,146
1562627626707,127,145
1562627626755,128,147
1562627626788,129,151
1562627626834,130,156
1562627626868,131,158
1562627626899,132,162
1562627626946,133,171
1562627626976,134,175
1562627627041,135,177
1562627627077,136,184
1562627627119,137,188
1562627627139,138,196
1562627627181,139,198
1562627627219,140,197
1562627627251,141,191
1562627627301,142,186
1562627627333,143,183
1562627627378,144,174
1562627627412,145,170
1562627627458,146,166
1562627627496,147,162
1562627627526,148,160
1562627627574,149,158
1562627627609,150,155
1562627627654,151,148
1562627627687,152,142
1562627627733,153,138
1562627627766,154,131
1562627627798,155,128
1562627627861,156,128
1562627627899,157,130
1562627627926,158,126
1562627627956,159,126
1562627628003,160,128
1562627628036,161,127
1562627628068,162,129
1562627628115,163,135
1562627628149,164,141
1562627628194,165,152
1562627628227,166,160
1562627628276,167,162
1562627628309,168,172
1562627628354,169,174
1562627628385,170,173
1562627628420,171,172
1562627628468,172,177
1562627628499,173,176
1562627628547,174,172
1562627628581,175,172
1562627628631,176,173
1562627628680,177,166
1562627628717,178,161
1562627628745,179,158
1562627628773,180,157
1562627628821,181,163
1562627628852,182,164
1562627628899,183,171
1562627628932,184,177
1562627628964,185,180
1562627629016,186,179
1562627629047,187,178
1562627629094,188,175
1562627629125,189,172
1562627629170,190,169
1562627629204,191,168
1562627629236,192,169
1562627629289,193,174
1562627629317,194,179
1562627629365,195,185
1562627629396,196,190
1562627629447,197,191
1562627629495,198,194
1562627629539,199,191
1562627629557,200,187
1562627629596,201,180
1562627629635,202,171
1562627629669,203,163
1562627629717,204,159
1562627629750,205,161
1562627629777,206,158
1562627629830,207,155
1562627629862,208,150
1562627629908,209,147
1562627629942,210,149
1562627629993,211,147
