ts_micro,frame,wheel
1562624543718,1,126
1562624543763,2,126
1562624543804,3,127
1562624543831,4,126
1562624543859,5,127
1562624543873,6,127
1562624543892,7,127
1562624543907,8,125
1562624543920,9,124
1562624543943,10,124
1562624543968,11,124
1562624543993,12,124
1562624544018,13,125
1562624544043,14,125
1562624544068,15,125
1562624544094,16,127
1562624544118,17,130
1562624544143,18,130
1562624544168,19,135
1562624544193,20,137
1562624544218,21,137
1562624544243,22,134
1562624544268,23,128
1562624544293,24,126
1562624544318,25,124
1562624544343,26,127
1562624544368,27,129
1562624544393,28,134
1562624544418,29,131
1562624544443,30,126
1562624544468,31,125
1562624544493,32,124
1562624544527,33,121
1562624544543,34,103
1562624544568,35,81
1562624544624,36,60
1562624544657,37,55
1562624544685,38,62
1562624544734,39,80
1562624544767,40,99
1562624544821,41,115
1562624544849,42,125
1562624544896,43,124
1562624544932,44,125
1562624544963,45,134
1562624545005,46,153
1562624545037,47,172
1562624545094,48,196
1562624545121,49,201
1562624545162,50,201
1562624545198,51,203
1562624545249,52,203
1562624545298,53,203
1562624545333,54,203
1562624545373,55,201
1562624545394,56,201
1562624545439,57,194
1562624545473,58,188
1562624545522,59,194
1562624545554,60,199
1562624545589,61,199
1562624545627,62,193
1562624545664,63,193
1562624545711,64,187
1562624545744,65,179
1562624545793,66,177
1562624545828,67,175
1562624545860,68,163
1562624545904,69,133
1562624545938,70,116
1562624545987,71,124
1562624546019,72,123
1562624546059,73,124
1562624546113,74,124
1562624546153,75,125
1562624546192,76,125
1562624546206,77,125
1562624546252,78,125
1562624546289,79,124
1562624546351,80,124
1562624546372,81,124
1562624546410,82,124
1562624546449,83,124
1562624546482,84,124
1562624546526,85,124
1562624546559,86,124
1562624546607,87,125
1562624546640,88,125
1562624546688,89,126
1562624546722,90,124
1562624546753,91,124
1562624546801,92,124
1562624546831,93,128
1562624547035,94,151
1562624547089,95,178
1562624547104,96,199
1562624547152,97,201
1562624547185,98,203
1562624547232,99,201
1562624547264,100,203
1562624547310,101,203
1562624547343,102,202
1562624547375,103,203
1562624547424,104,203
1562624547457,105,203
1562624547503,106,204
1562624547535,107,203
1562624547569,108,203
1562624547616,109,203
1562624547648,110,204
1562624547696,111,204
1562624547730,112,204
1562624547775,113,204
1562624547821,114,204
1562624547868,115,204
1562624547899,116,204
1562624547921,117,204
1562624547969,118,204
1562624548003,119,204
1562624548047,120,204
1562624548079,121,204
1562624548125,122,203
1562624548165,123,203
1562624548194,124,203
1562624548239,125,203
1562624548274,126,201
1562624548320,127,188
1562624548351,128,152
1562624548400,129,136
1562624548433,130,126
1562624548466,131,125
1562624548511,132,125
1562624548545,133,124
1562624548590,134,124
1562624548639,135,124
1562624548683,136,124
1562624548714,137,124
1562624548751,138,124
1562624548784,139,124
1562624548816,140,124
1562624548865,141,125
1562624548901,142,125
1562624548943,143,125
1562624548980,144,124
1562624549024,145,124
1562624549053,146,124
1562624549089,147,124
1562624549139,148,124
1562624549170,149,124
1562624549216,150,124
1562624549250,151,124
1562624549297,152,124
1562624549330,153,125
1562624549361,154,125
1562624549410,155,125
1562624549455,156,124
1562624549502,157,125
1562624549522,158,124
1562624549569,159,124
1562624549601,160,124
1562624549651,161,124
1562624549681,162,124
1562624549713,163,124
1562624549760,164,125
1562624549793,165,125
1562624549838,166,125
1562624549873,167,125
1562624549920,168,124
1562624549954,169,124
1562624549983,170,124
1562624550032,171,124
1562624550065,172,124
1562624550114,173,124
1562624550148,174,124
1562624550193,175,124
1562624550225,176,125
1562624550271,177,125
1562624550318,178,125
1562624550339,179,125
1562624550386,180,124
1562624550422,181,124
1562624550461,182,124
1562624550498,183,124
1562624550529,184,124
1562624550578,185,124
1562624550611,186,124
1562624550659,187,124
1562624550693,188,125
1562624550735,189,125
1562624550767,190,125
